Backscattered Energy
Energy (KeV)	Hits (Normalized)
13.67	0.00070259
13.68	0.000659574
13.69	0.000860314
13.7	0.000960684
13.71	0.000888991
13.72	0.000817298
13.73	0.000845975
13.74	0.000903329
13.75	0.000860314
13.76	0.000817298
13.77	0.000960684
13.78	0.000731267
13.79	0.000903329
13.8	0.00107539
13.81	0.000874652
13.82	0.000802959
13.83	0.000673912
13.84	0.000903329
13.85	0.000860314
13.86	0.000888991
13.87	0.000731267
13.88	0.000932007
13.89	0.000860314
13.9	0.000745605
13.91	0.00070259
13.92	0.000845975
13.93	0.000817298
13.94	0.000831637
13.95	0.000888991
13.96	0.000759944
13.97	0.000759944
13.98	0.000745605
13.99	0.000759944
14	0.000788621
14.01	0.000745605
14.02	0.000659574
14.03	0.000802959
14.04	0.00070259
14.05	0.000745605
14.06	0.000759944
14.07	0.000845975
14.08	0.000917668
14.09	0.000774282
14.1	0.000960684
14.11	0.000860314
14.12	0.000745605
14.13	0.000845975
14.14	0.000989361
14.15	0.000788621
14.16	0.000903329
14.17	0.000903329
14.18	0.000860314
14.19	0.000745605
14.2	0.000716928
14.21	0.000888991
14.22	0.000845975
14.23	0.000802959
14.24	0.000989361
14.25	0.000860314
14.26	0.000917668
14.27	0.000788621
14.28	0.000831637
14.29	0.000802959
14.3	0.000788621
14.31	0.000845975
14.32	0.000645235
14.33	0.000888991
14.34	0.000903329
14.35	0.000860314
14.36	0.000860314
14.37	0.00070259
14.38	0.000817298
14.39	0.000745605
14.4	0.000960684
14.41	0.00103238
14.42	0.000903329
14.43	0.000759944
14.44	0.000716928
14.45	0.00070259
14.46	0.000759944
14.47	0.000659574
14.48	0.000960684
14.49	0.000888991
14.5	0.000731267
14.51	0.000960684
14.52	0.00107539
14.53	0.000745605
14.54	0.00101804
14.55	0.000802959
14.56	0.000888991
14.57	0.000860314
14.58	0.000903329
14.59	0.000745605
14.6	0.000731267
14.61	0.000745605
14.62	0.0010037
14.63	0.000774282
14.64	0.000673912
14.65	0.000731267
14.66	0.000845975
14.67	0.000587881
14.68	0.000960684
14.69	0.000860314
14.7	0.000616558
14.71	0.000731267
14.72	0.000774282
14.73	0.000673912
14.74	0.000860314
14.75	0.000845975
14.76	0.000731267
14.77	0.000802959
14.78	0.000831637
14.79	0.000788621
14.8	0.000759944
14.81	0.000731267
14.82	0.000860314
14.83	0.000774282
14.84	0.000845975
14.85	0.000673912
14.86	0.000759944
14.87	0.000831637
14.88	0.000659574
14.89	0.000802959
14.9	0.000932007
14.91	0.000788621
14.92	0.000645235
14.93	0.000817298
14.94	0.000860314
14.95	0.000860314
14.96	0.000946345
14.97	0.000659574
14.98	0.000788621
14.99	0.000774282
15	0.000831637
15.01	0.000673912
15.02	0.000673912
15.03	0.000659574
15.04	0.000874652
15.05	0.000774282
15.06	0.000831637
15.07	0.000802959
15.08	0.000874652
15.09	0.000530527
15.1	0.000716928
15.11	0.000745605
15.12	0.00060222
15.13	0.000731267
15.14	0.00070259
15.15	0.000587881
15.16	0.000731267
15.17	0.000731267
15.18	0.000831637
15.19	0.000831637
15.2	0.000645235
15.21	0.000802959
15.22	0.000917668
15.23	0.000645235
15.24	0.000774282
15.25	0.000788621
15.26	0.000774282
15.27	0.000802959
15.28	0.000616558
15.29	0.000616558
15.3	0.000630897
15.31	0.000630897
15.32	0.000860314
15.33	0.000946345
15.34	0.000630897
15.35	0.000731267
15.36	0.000745605
15.37	0.000817298
15.38	0.000932007
15.39	0.000530527
15.4	0.000831637
15.41	0.000559204
15.42	0.000759944
15.43	0.000774282
15.44	0.000630897
15.45	0.000731267
15.46	0.000544865
15.47	0.000860314
15.48	0.000659574
15.49	0.000788621
15.5	0.00070259
15.51	0.000659574
15.52	0.000731267
15.53	0.000788621
15.54	0.000831637
15.55	0.000802959
15.56	0.000587881
15.57	0.000688251
15.58	0.00070259
15.59	0.000616558
15.6	0.000645235
15.61	0.000774282
15.62	0.000802959
15.63	0.000845975
15.64	0.000673912
15.65	0.000759944
15.66	0.000630897
15.67	0.000788621
15.68	0.000716928
15.69	0.000903329
15.7	0.000673912
15.71	0.000630897
15.72	0.000874652
15.73	0.000659574
15.74	0.000516188
15.75	0.000630897
15.76	0.000645235
15.77	0.000716928
15.78	0.000630897
15.79	0.000774282
15.8	0.000673912
15.81	0.000645235
15.82	0.000745605
15.83	0.00060222
15.84	0.000645235
15.85	0.000458834
15.86	0.000745605
15.87	0.000659574
15.88	0.000616558
15.89	0.000573542
15.9	0.000831637
15.91	0.000573542
15.92	0.000688251
15.93	0.000860314
15.94	0.000802959
15.95	0.000530527
15.96	0.000716928
15.97	0.000645235
15.98	0.00070259
15.99	0.000487511
16	0.000917668
16.01	0.00060222
16.02	0.000616558
16.03	0.000630897
16.04	0.000458834
16.05	0.00050185
16.06	0.000587881
16.07	0.000659574
16.08	0.000759944
16.09	0.000530527
16.1	0.000645235
16.11	0.00070259
16.12	0.000516188
16.13	0.000616558
16.14	0.000559204
16.15	0.000544865
16.16	0.00070259
16.17	0.000673912
16.18	0.000573542
16.19	0.000544865
16.2	0.000673912
16.21	0.000745605
16.22	0.000616558
16.23	0.000616558
16.24	0.000716928
16.25	0.000616558
16.26	0.000559204
16.27	0.000473173
16.28	0.000774282
16.29	0.000716928
16.3	0.000559204
16.31	0.000458834
16.32	0.000688251
16.33	0.000731267
16.34	0.000487511
16.35	0.000788621
16.36	0.00070259
16.37	0.000673912
16.38	0.000716928
16.39	0.000559204
16.4	0.000716928
16.41	0.000759944
16.42	0.000688251
16.43	0.000530527
16.44	0.000745605
16.45	0.00070259
16.46	0.000774282
16.47	0.000673912
16.48	0.000616558
16.49	0.000688251
16.5	0.000616558
16.51	0.000616558
16.52	0.000587881
16.53	0.00060222
16.54	0.00060222
16.55	0.000387141
16.56	0.000372803
16.57	0.000516188
16.58	0.000559204
16.59	0.000587881
16.6	0.00040148
16.61	0.000616558
16.62	0.000473173
16.63	0.000544865
16.64	0.000473173
16.65	0.000645235
16.66	0.000645235
16.67	0.00060222
16.68	0.000544865
16.69	0.00050185
16.7	0.000630897
16.71	0.000587881
16.72	0.000516188
16.73	0.00060222
16.74	0.000573542
16.75	0.000329787
16.76	0.00050185
16.77	0.000487511
16.78	0.000616558
16.79	0.000616558
16.8	0.000645235
16.81	0.000745605
16.82	0.000802959
16.83	0.000716928
16.84	0.000430157
16.85	0.00050185
16.86	0.000716928
16.87	0.000516188
16.88	0.00050185
16.89	0.000673912
16.9	0.00060222
16.91	0.000659574
16.92	0.000473173
16.93	0.000458834
16.94	0.00060222
16.95	0.000573542
16.96	0.000516188
16.97	0.000444495
16.98	0.000587881
16.99	0.000530527
17	0.000616558
17.01	0.000559204
17.02	0.00040148
17.03	0.000473173
17.04	0.000587881
17.05	0.000659574
17.06	0.000659574
17.07	0.000559204
17.08	0.000544865
17.09	0.000487511
17.1	0.000630897
17.11	0.000616558
17.12	0.00060222
17.13	0.000544865
17.14	0.000587881
17.15	0.000616558
17.16	0.000473173
17.17	0.00060222
17.18	0.000458834
17.19	0.000530527
17.2	0.000616558
17.21	0.00060222
17.22	0.00040148
17.23	0.000559204
17.24	0.000573542
17.25	0.000430157
17.26	0.00050185
17.27	0.000544865
17.28	0.000544865
17.29	0.000430157
17.3	0.000530527
17.31	0.000573542
17.32	0.000458834
17.33	0.000473173
17.34	0.000415818
17.35	0.000516188
17.36	0.000444495
17.37	0.000544865
17.38	0.000444495
17.39	0.000358464
17.4	0.000573542
17.41	0.00070259
17.42	0.000487511
17.43	0.000559204
17.44	0.000387141
17.45	0.000573542
17.46	0.000430157
17.47	0.000415818
17.48	0.000559204
17.49	0.000473173
17.5	0.000573542
17.51	0.00050185
17.52	0.000673912
17.53	0.00040148
17.54	0.000544865
17.55	0.000444495
17.56	0.000473173
17.57	0.000587881
17.58	0.000444495
17.59	0.00050185
17.6	0.000344125
17.61	0.000415818
17.62	0.000473173
17.63	0.000444495
17.64	0.000473173
17.65	0.000587881
17.66	0.000458834
17.67	0.000616558
17.68	0.000458834
17.69	0.000344125
17.7	0.000616558
17.71	0.00060222
17.72	0.000458834
17.73	0.000645235
17.74	0.000516188
17.75	0.000444495
17.76	0.000415818
17.77	0.000444495
17.78	0.00050185
17.79	0.000473173
17.8	0.000344125
17.81	0.000587881
17.82	0.000329787
17.83	0.000516188
17.84	0.00040148
17.85	0.000358464
17.86	0.00060222
17.87	0.00050185
17.88	0.00060222
17.89	0.000473173
17.9	0.000315448
17.91	0.000415818
17.92	0.000559204
17.93	0.000444495
17.94	0.000344125
17.95	0.000458834
17.96	0.000587881
17.97	0.000487511
17.98	0.000372803
17.99	0.000358464
18	0.000516188
18.01	0.000673912
18.02	0.00040148
18.03	0.000487511
18.04	0.000358464
18.05	0.000358464
18.06	0.000530527
18.07	0.00040148
18.08	0.000530527
18.09	0.000473173
18.1	0.00050185
18.11	0.00040148
18.12	0.00050185
18.13	0.000473173
18.14	0.000487511
18.15	0.000387141
18.16	0.000444495
18.17	0.000444495
18.18	0.000358464
18.19	0.00040148
18.2	0.000530527
18.21	0.000516188
18.22	0.000444495
18.23	0.000487511
18.24	0.000358464
18.25	0.000430157
18.26	0.000544865
18.27	0.000372803
18.28	0.000286771
18.29	0.000387141
18.3	0.000444495
18.31	0.000530527
18.32	0.000329787
18.33	0.000315448
18.34	0.000329787
18.35	0.000573542
18.36	0.00040148
18.37	0.000430157
18.38	0.000358464
18.39	0.000372803
18.4	0.000473173
18.41	0.000215078
18.42	0.000430157
18.43	0.000487511
18.44	0.000358464
18.45	0.000444495
18.46	0.000372803
18.47	0.000372803
18.48	0.000387141
18.49	0.000473173
18.5	0.000229417
18.51	0.000344125
18.52	0.000415818
18.53	0.000430157
18.54	0.00030111
18.55	0.000430157
18.56	0.000430157
18.57	0.000344125
18.58	0.000458834
18.59	0.000387141
18.6	0.000358464
18.61	0.000329787
18.62	0.000329787
18.63	0.000415818
18.64	0.000344125
18.65	0.000315448
18.66	0.000372803
18.67	0.000530527
18.68	0.00040148
18.69	0.000315448
18.7	0.000229417
18.71	0.000415818
18.72	0.000372803
18.73	0.000358464
18.74	0.000315448
18.75	0.000243756
18.76	0.000329787
18.77	0.000229417
18.78	0.000172063
18.79	0.000358464
18.8	0.00030111
18.81	0.00030111
18.82	0.000272433
18.83	0.000229417
18.84	0.00030111
18.85	0.000258094
18.86	0.00030111
18.87	0.000286771
18.88	0.000272433
18.89	0.000286771
18.9	0.000329787
18.91	0.000143386
18.92	0.000243756
18.93	0.000329787
18.94	0.000172063
18.95	0.000114708
18.96	0.000129047
18.97	0.000157724
18.98	2.86771e-005
18.99	2.86771e-005
19	0
